"animalID","year","observed","tagsex","firstobsmolt","lastobsmolt","season","firstobsbreed","lastobsbreed","numbreed","firstobsbreeddoy","lastobsmoltdoy","breeddur","tripdur","moltdur","pupID","pupsex","yearborn","age","pupyearborn","firstyearindicator","indices","pupseeneveragain","puprecruited"
20,1986,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,3,"NA","NA",NA,NA,NA
24,1986,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,3,"NA","NA",NA,NA,NA
28,1987,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290,"F",1983,4,"1987","1988",24,5,1
51,1989,"1","F",NA,NA,NA,NA,"1988-10-10",2,NA,115,NA,NA,33.9583333333333,NA,NA,1986,3,"NA","NA",NA,NA,NA
52,1989,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,3,"NA","NA",NA,NA,NA
52,1990,"B","F","1989-04-26","1989-05-22",1990,"1990-01-05","1990-02-09",22,5,142,35,228.041666666667,26,NA,NA,1986,4,"NA","NA",NA,NA,NA
52,1992,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,6,"NA","NA",NA,NA,NA
52,1993,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,7,"NA","NA",NA,NA,NA
52,1994,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12585,"F",1986,8,"1994","1995",31,0,0
52,1995,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,9,"NA","NA",NA,NA,NA
52,1996,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14451,"M",1986,10,"1996","1997",33,0,0
59,1991,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,5,"NA","NA",NA,NA,NA
59,1992,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,6,"NA","NA",NA,NA,NA
59,1993,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,7,"NA","NA",NA,NA,NA
91,1992,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,6,"NA","NA",NA,NA,NA
97,1991,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,5,"NA","NA",NA,NA,NA
107,1989,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,3,"NA","NA",NA,NA,NA
118,1994,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,7,"NA","NA",NA,NA,NA
120,1990,"B","F","1989-04-09","1989-04-10",1990,"1990-01-26","1990-02-13",5,26,100,18,291.041666666667,1,11391,"F",1987,3,"1990","1991",27,0,0
120,1991,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,4,"NA","NA",NA,NA,NA
120,1992,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,5,"NA","NA",NA,NA,NA
120,1993,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,6,"NA","NA",NA,NA,NA
120,1994,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,7,"NA","NA",NA,NA,NA
127,1991,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,4,"NA","NA",NA,NA,NA
133,1991,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,4,"NA","NA",NA,NA,NA
133,1992,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,5,"NA","NA",NA,NA,NA
133,1994,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,7,"NA","NA",NA,NA,NA
133,1995,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13939,"F",1987,8,"1995","1996",32,0,0
133,1997,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,10,"NA","NA",NA,NA,NA
133,1998,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,11,"NA","NA",NA,NA,NA
133,2000,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,13,"NA","NA",NA,NA,NA
133,2002,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14888,"M",1987,15,"2002","2003",39,1,0
133,2004,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,17,"NA","NA",NA,NA,NA
136,1992,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,5,"NA","NA",NA,NA,NA
136,1993,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12225,"M",1987,6,"1993","1994",30,0,0
136,1994,"B","F","1993-05-02","1993-05-06",1994,NA,"1994-01-28",26,NA,126,NA,NA,4,NA,NA,1987,7,"NA","NA",NA,NA,NA
136,1996,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14524,"F",1987,9,"1996","1997",33,0,0
136,1997,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,10,"NA","NA",NA,NA,NA
136,2000,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,13,"NA","NA",NA,NA,NA
136,2001,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,14,"NA","NA",NA,NA,NA
136,2002,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1331,"M",1987,15,"2002","2003",39,0,0
136,2003,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2042,"M",1987,16,"2003","2004",40,0,0
136,2004,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,17,"NA","NA",NA,NA,NA
136,2005,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,18,"NA","NA",NA,NA,NA
136,2006,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,19,"NA","NA",NA,NA,NA
140,1990,"1","F",NA,NA,NA,NA,"1989-10-26",3,NA,128,NA,NA,48.9583333333333,NA,NA,1987,3,"NA","NA",NA,NA,NA
140,1991,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11687,"M",1987,4,"1991","1992",28,0,0
140,1992,"1","F",NA,NA,NA,NA,NA,NA,NA,97,NA,NA,1,NA,NA,1987,5,"NA","NA",NA,NA,NA
140,1993,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,6,"NA","NA",NA,NA,NA
140,1994,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,7,"NA","NA",NA,NA,NA
140,1995,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,8,"NA","NA",NA,NA,NA
141,1993,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,6,"NA","NA",NA,NA,NA
151,1990,"1","F",NA,NA,NA,NA,NA,NA,NA,107,NA,NA,0,NA,NA,1987,3,"NA","NA",NA,NA,NA
151,1991,"B","F","1990-04-24","1990-05-12",1991,"1991-01-22","1991-02-19",13,22,132,28,255.041666666667,18,11825,"F",1987,4,"1991","1992",28,0,0
151,1992,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,5,"NA","NA",NA,NA,NA
151,1993,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,6,"NA","NA",NA,NA,NA
151,1995,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,8,"NA","NA",NA,NA,NA
151,1996,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,9,"NA","NA",NA,NA,NA
151,1997,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15098,"F",1987,10,"1997","1998",34,2,1
151,1998,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,11,"NA","NA",NA,NA,NA
151,2003,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,16,"NA","NA",NA,NA,NA
151,2005,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3173,"M",1987,18,"2005","2006",42,0,0
151,2006,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,19,"NA","NA",NA,NA,NA
165,1991,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,4,"NA","NA",NA,NA,NA
165,1993,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12431,"F",1987,6,"1993","1994",30,0,0
165,1994,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,7,"NA","NA",NA,NA,NA
165,1995,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,8,"NA","NA",NA,NA,NA
165,1996,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14905,"M",1987,9,"1996","1997",33,0,0
170,1990,"B","F","1989-04-10","1989-05-21",1990,"1990-01-15","1990-02-09",18,15,141,25,239.041666666667,41,11306,"M",1987,3,"1990","1991",27,0,0
170,1991,"B","F","1990-04-17","1990-05-23",1991,"1991-01-05","1991-01-17",3,5,143,12,227.041666666667,36,NA,NA,1987,4,"NA","NA",NA,NA,NA
170,1992,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,5,"NA","NA",NA,NA,NA
170,1993,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12252,"F",1987,6,"1993","1994",30,1,0
170,1994,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,7,"NA","NA",NA,NA,NA
170,1995,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13970,"F",1987,8,"1995","1996",32,3,1
170,1996,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,9,"NA","NA",NA,NA,NA
170,1998,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15915,"M",1987,11,"1998","1999",35,0,0
170,2000,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16733,"F",1987,13,"2000","2001",37,0,0
170,2001,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1093,"F",1987,14,"2001","2002",38,0,0
170,2002,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1468,"F",1987,15,"2002","2003",39,0,0
170,2003,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2135,"M",1987,16,"2003","2004",40,0,0
170,2004,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2523,"M",1987,17,"2004","2005",41,0,0
170,2005,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,18,"NA","NA",NA,NA,NA
170,2006,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17822,"F",1987,19,"2006","2007",43,0,0
286,1974,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,4,"NA","NA",NA,NA,NA
286,1975,"1","F",NA,NA,NA,NA,NA,NA,NA,96,NA,NA,0,NA,NA,1970,5,"NA","NA",NA,NA,NA
286,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,6,"NA","NA",NA,NA,NA
286,1977,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,7,"NA","NA",NA,NA,NA
286,1978,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,8,"NA","NA",NA,NA,NA
286,1979,"1","F",NA,NA,NA,NA,"1979-01-10",3,NA,83,NA,NA,0,NA,NA,1970,9,"NA","NA",NA,NA,NA
286,1980,"1","F",NA,NA,NA,NA,"1980-01-25",2,16,88,NA,293,0,NA,NA,1970,10,"NA","NA",NA,NA,NA
286,1981,"1","F",NA,NA,NA,NA,"1981-01-25",3,NA,88,NA,NA,8,NA,NA,1970,11,"NA","NA",NA,NA,NA
286,1982,"1","F",NA,NA,NA,NA,"1982-01-29",4,NA,92,NA,NA,13,NA,NA,1970,12,"NA","NA",NA,NA,NA
286,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,13,"NA","NA",NA,NA,NA
292,1974,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,4,"NA","NA",NA,NA,NA
292,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,6,"NA","NA",NA,NA,NA
292,1977,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,7,"NA","NA",NA,NA,NA
299,1974,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,4,"NA","NA",NA,NA,NA
305,1974,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,4,"NA","NA",NA,NA,NA
305,1979,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,9,"NA","NA",NA,NA,NA
352,1974,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,4,"NA","NA",NA,NA,NA
358,1974,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,4,"NA","NA",NA,NA,NA
358,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,6,"NA","NA",NA,NA,NA
391,1974,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,4,"NA","NA",NA,NA,NA
410,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,6,"NA","NA",NA,NA,NA
410,1978,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,8,"NA","NA",NA,NA,NA
410,1979,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,9,"NA","NA",NA,NA,NA
416,1974,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,4,"NA","NA",NA,NA,NA
416,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,6,"NA","NA",NA,NA,NA
416,1977,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,7,"NA","NA",NA,NA,NA
416,1978,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,8,"NA","NA",NA,NA,NA
449,1975,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,5,"NA","NA",NA,NA,NA
449,1976,"1","F",NA,NA,NA,NA,"1976-02-11",5,13,106,29,272.041666666667,0,NA,NA,1970,6,"NA","NA",NA,NA,NA
449,1977,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,7,"NA","NA",NA,NA,NA
449,1978,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,8,"NA","NA",NA,NA,NA
449,1979,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,9,"NA","NA",NA,NA,NA
533,1974,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,3,"NA","NA",NA,NA,NA
546,1974,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,3,"NA","NA",NA,NA,NA
546,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,5,"NA","NA",NA,NA,NA
546,1977,"1","F",NA,NA,NA,NA,"1977-02-04",2,7,104,NA,269,0,NA,NA,1971,6,"NA","NA",NA,NA,NA
565,1977,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,6,"NA","NA",NA,NA,NA
567,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,5,"NA","NA",NA,NA,NA
567,1977,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,6,"NA","NA",NA,NA,NA
569,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,5,"NA","NA",NA,NA,NA
579,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,5,"NA","NA",NA,NA,NA
579,1977,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,6,"NA","NA",NA,NA,NA
579,1978,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,7,"NA","NA",NA,NA,NA
579,1979,"1","F",NA,NA,NA,NA,"1979-02-16",3,26,104,21,287,4,NA,NA,1971,8,"NA","NA",NA,NA,NA
600,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,5,"NA","NA",NA,NA,NA
600,1977,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,6,"NA","NA",NA,NA,NA
600,1978,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,7,"NA","NA",NA,NA,NA
603,1974,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,3,"NA","NA",NA,NA,NA
604,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,5,"NA","NA",NA,NA,NA
604,1977,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,6,"NA","NA",NA,NA,NA
604,1978,"1","F",NA,NA,NA,NA,"1978-02-18",2,17,116,NA,266.041666666667,0,NA,NA,1971,7,"NA","NA",NA,NA,NA
604,1979,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,8,"NA","NA",NA,NA,NA
604,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,10,"NA","NA",NA,NA,NA
604,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,11,"NA","NA",NA,NA,NA
608,1978,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,7,"NA","NA",NA,NA,NA
624,1975,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,4,"NA","NA",NA,NA,NA
624,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,5,"NA","NA",NA,NA,NA
624,1977,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,6,"NA","NA",NA,NA,NA
624,1978,"1","F",NA,NA,NA,NA,"1978-02-21",2,27,116,NA,276.041666666667,0,NA,NA,1971,7,"NA","NA",NA,NA,NA
631,1975,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,4,"NA","NA",NA,NA,NA
631,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,5,"NA","NA",NA,NA,NA
631,1977,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,6,"NA","NA",NA,NA,NA
636,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,5,"NA","NA",NA,NA,NA
636,1977,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,6,"NA","NA",NA,NA,NA
638,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,5,"NA","NA",NA,NA,NA
638,1977,"1","F",NA,NA,NA,NA,"1977-02-08",2,10,118,NA,258.041666666667,6.95833333333333,NA,NA,1971,6,"NA","NA",NA,NA,NA
638,1978,"1","F",NA,NA,NA,NA,"1978-03-04",2,44,116,NA,293.041666666667,0,NA,NA,1971,7,"NA","NA",NA,NA,NA
638,1979,"1","F",NA,NA,NA,NA,"1979-01-20",1,20,100,NA,285,0,NA,NA,1971,8,"NA","NA",NA,NA,NA
676,2005,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2912,"F",2001,4,"2005","2006",42,0,0
681,1975,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,4,"NA","NA",NA,NA,NA
683,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,5,"NA","NA",NA,NA,NA
683,1978,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,7,"NA","NA",NA,NA,NA
686,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,5,"NA","NA",NA,NA,NA
695,1977,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,6,"NA","NA",NA,NA,NA
695,1978,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,7,"NA","NA",NA,NA,NA
698,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,5,"NA","NA",NA,NA,NA
698,1979,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,8,"NA","NA",NA,NA,NA
698,1980,"1","F",NA,NA,NA,NA,NA,NA,NA,104,NA,NA,16,NA,NA,1971,9,"NA","NA",NA,NA,NA
698,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,10,"NA","NA",NA,NA,NA
698,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,11,"NA","NA",NA,NA,NA
718,1977,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,6,"NA","NA",NA,NA,NA
817,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,4,"NA","NA",NA,NA,NA
826,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,4,"NA","NA",NA,NA,NA
826,1977,"1","F",NA,NA,NA,NA,"1977-02-28",2,36,120,NA,282.041666666667,15.9583333333333,NA,NA,1972,5,"NA","NA",NA,NA,NA
826,1978,"1","F",NA,NA,NA,NA,"1978-02-25",2,29,138,NA,256.041666666667,0,NA,NA,1972,6,"NA","NA",NA,NA,NA
826,1979,"1","F",NA,NA,NA,NA,"1979-02-24",4,22,132,33,255.041666666667,0,NA,NA,1972,7,"NA","NA",NA,NA,NA
826,1980,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,8,"NA","NA",NA,NA,NA
826,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,9,"NA","NA",NA,NA,NA
826,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,11,"NA","NA",NA,NA,NA
826,1984,"1","F",NA,NA,NA,NA,"1984-02-16",4,18,116,29,267.041666666667,0,NA,NA,1972,12,"NA","NA",NA,NA,NA
826,1985,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8457,"M",1972,13,"1985","1986",22,1,0
826,1986,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9466,"M",1972,14,"1986","1987",23,7,0
826,1987,"1","F",NA,NA,NA,NA,"1987-02-19",3,20,151,30,234.041666666667,27,10285,"M",1972,15,"1987","1988",24,4,0
826,1988,"B","F","1987-04-30","1987-05-21",1988,"1988-01-23","1988-02-22",30,23,141,30,247.041666666667,21,10637,"M",1972,16,"1988","1989",25,0,0
826,1989,"B","F","1988-05-15","1988-05-21",1989,"1989-01-21","1989-02-24",32,21,142,34,245.041666666667,6,11077,"F",1972,17,"1989","1990",26,9,1
826,1990,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11477,"M",1972,18,"1990","1991",27,0,0
826,1991,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,19,"NA","NA",NA,NA,NA
834,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,4,"NA","NA",NA,NA,NA
834,1977,"1","F",NA,NA,NA,NA,"1977-02-08",2,19,118,NA,267.041666666667,0,NA,NA,1972,5,"NA","NA",NA,NA,NA
834,1979,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,7,"NA","NA",NA,NA,NA
835,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,9,"NA","NA",NA,NA,NA
835,1985,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,13,"NA","NA",NA,NA,NA
861,1977,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,5,"NA","NA",NA,NA,NA
861,1979,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,7,"NA","NA",NA,NA,NA
864,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,4,"NA","NA",NA,NA,NA
864,1977,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,5,"NA","NA",NA,NA,NA
872,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6831,"M",1972,10,"1982","1983",19,1,0
872,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,11,"NA","NA",NA,NA,NA
872,1985,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8510,"F",1972,13,"1985","1986",22,7,1
872,1986,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,14,"NA","NA",NA,NA,NA
873,1977,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,5,"NA","NA",NA,NA,NA
889,1976,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,4,"NA","NA",NA,NA,NA
889,1977,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,5,"NA","NA",NA,NA,NA
