"animalID","year","observed","tagsex","firstobsmolt","lastobsmolt","season","firstobsbreed","lastobsbreed","numbreed","firstobsbreeddoy","lastobsmoltdoy","breeddur","tripdur","moltdur","pupID","pupsex","yearborn","age","pupyearborn","firstyearindicator","indices","pupseeneveragain","puprecruited"
4434,1986,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,8,"NA","NA",NA,NA,NA
4442,1981,"1","F",NA,NA,NA,NA,"1981-02-15",4,21,86,25,301,0,NA,NA,1978,3,"NA","NA",NA,NA,NA
4442,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,4,"NA","NA",NA,NA,NA
4442,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7869,"M",1978,6,"1984","1985",21,0,0
4442,1985,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8422,"F",1978,7,"1985","1986",22,0,0
4459,1986,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,8,"NA","NA",NA,NA,NA
4476,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,3,"NA","NA",NA,NA,NA
4476,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4476,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7833,"F",1978,6,"1984","1985",21,0,0
4481,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5758,"F",1978,3,"1981","1982",18,0,0
4481,1982,"1","F",NA,NA,NA,NA,"1982-02-15",3,22,143,24,244.041666666667,0,NA,NA,1978,4,"NA","NA",NA,NA,NA
4481,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4481,1984,"1","F",NA,NA,NA,NA,"1984-02-08",4,14,147,25,232.041666666667,0,NA,NA,1978,6,"NA","NA",NA,NA,NA
4482,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,88,NA,NA,0,NA,NA,1978,3,"NA","NA",NA,NA,NA
4482,1982,"1","F",NA,NA,NA,NA,"1982-02-08",3,6,126,33,245.041666666667,0,NA,NA,1978,4,"NA","NA",NA,NA,NA
4482,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,121,NA,NA,0,NA,NA,1978,5,"NA","NA",NA,NA,NA
4482,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7788,"M",1978,6,"1984","1985",21,0,0
4482,1985,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8377,"F",1978,7,"1985","1986",22,1,0
4482,1986,"1","F",NA,NA,NA,NA,"1986-01-22",3,NA,102,NA,NA,3,9335,"M",1978,8,"1986","1987",23,0,0
4482,1987,"B","F","1986-03-30","1986-05-07",1987,NA,"1987-01-24",22,NA,127,NA,NA,37.9583333333333,NA,NA,1978,9,"NA","NA",NA,NA,NA
4482,1988,"B","F","1987-04-02","1987-05-15",1988,NA,"1988-01-28",25,NA,135,NA,NA,42.9583333333333,10488,"F",1978,10,"1988","1989",25,17,1
4482,1989,"1","F",NA,NA,NA,NA,NA,NA,NA,94,NA,NA,0,NA,NA,1978,11,"NA","NA",NA,NA,NA
4482,1990,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,12,"NA","NA",NA,NA,NA
4483,1981,"1","F",NA,NA,NA,NA,"1981-01-31",3,3,86,28,283,0,NA,NA,1978,3,"NA","NA",NA,NA,NA
4483,1982,"1","F",NA,NA,NA,NA,"1982-02-21",3,6,79,46,292,0,5937,"M",1978,4,"1982","1983",19,3,0
4483,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,6,"NA","NA",NA,NA,NA
4483,1985,"1","F",NA,NA,NA,NA,"1985-01-24",1,24,104,NA,286,17,NA,NA,1978,7,"NA","NA",NA,NA,NA
4488,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,3,"NA","NA",NA,NA,NA
4488,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5982,"M",1978,4,"1982","1983",19,0,0
4488,1983,"1","F",NA,NA,NA,NA,"1983-02-22",4,21,121,32,265.041666666667,0,NA,NA,1978,5,"NA","NA",NA,NA,NA
4488,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7893,"M",1978,6,"1984","1985",21,1,0
4488,1985,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8459,"F",1978,7,"1985","1986",22,0,0
4488,1987,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10204,"M",1978,9,"1987","1988",24,0,0
4491,1985,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,7,"NA","NA",NA,NA,NA
4491,1986,"1","F",NA,NA,NA,NA,"1986-02-10",3,15,155,26,225.041666666667,7,9315,"M",1978,8,"1986","1987",23,0,0
4499,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,4,"NA","NA",NA,NA,NA
4499,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4499,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7931,"F",1978,6,"1984","1985",21,1,0
4499,1988,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,10,"NA","NA",NA,NA,NA
4513,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,3,"NA","NA",NA,NA,NA
4513,1982,"1","F",NA,NA,NA,NA,"1982-02-06",3,9,90,28,284,5,NA,NA,1978,4,"NA","NA",NA,NA,NA
4513,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4522,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,3,"NA","NA",NA,NA,NA
4522,1982,"1","F",NA,NA,NA,NA,"1982-02-17",3,17,92,31,290,0,NA,NA,1978,4,"NA","NA",NA,NA,NA
4522,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4522,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,6,"NA","NA",NA,NA,NA
4522,1986,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,8,"NA","NA",NA,NA,NA
4522,1988,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,10,"NA","NA",NA,NA,NA
4526,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4528,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,3,"NA","NA",NA,NA,NA
4528,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4528,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,6,"NA","NA",NA,NA,NA
4528,1985,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,7,"NA","NA",NA,NA,NA
4528,1986,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8825,"M",1978,8,"1986","1987",23,4,0
4553,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,3,"NA","NA",NA,NA,NA
4553,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4553,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,6,"NA","NA",NA,NA,NA
4553,1985,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8444,"M",1978,7,"1985","1986",22,1,0
4553,1986,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9447,"M",1978,8,"1986","1987",23,1,0
4575,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,3,"NA","NA",NA,NA,NA
4575,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,4,"NA","NA",NA,NA,NA
4575,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4575,1984,"1","F",NA,NA,NA,NA,"1984-02-07",3,18,132,20,251.041666666667,0,NA,NA,1978,6,"NA","NA",NA,NA,NA
4575,1985,"1","F",NA,NA,NA,NA,"1985-02-08",7,NA,113,NA,NA,0,NA,NA,1978,7,"NA","NA",NA,NA,NA
4575,1986,"B","F","1985-05-28","1985-05-28",1986,"1986-01-16","1986-01-17",2,16,148,NA,233.041666666667,0,9433,"F",1978,8,"1986","1987",23,0,0
4601,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,3,"NA","NA",NA,NA,NA
4601,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,90,NA,NA,0,NA,NA,1978,4,"NA","NA",NA,NA,NA
4601,1983,"1","F",NA,NA,NA,NA,"1983-01-14",2,NA,128,NA,NA,0,NA,NA,1978,5,"NA","NA",NA,NA,NA
4620,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4643,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,3,"NA","NA",NA,NA,NA
4643,1982,"1","F",NA,NA,NA,NA,"1982-01-09",1,9,111,NA,263,0,NA,NA,1978,4,"NA","NA",NA,NA,NA
4643,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4643,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,6,"NA","NA",NA,NA,NA
4643,1985,"1","F",NA,NA,NA,NA,NA,NA,NA,123,NA,NA,0,NA,NA,1978,7,"NA","NA",NA,NA,NA
4643,1986,"1","F",NA,NA,NA,NA,"1986-02-06",3,3,94,34,274,0,NA,NA,1978,8,"NA","NA",NA,NA,NA
4643,1987,"B","F","1986-04-05","1986-04-05",1987,"1987-01-08","1987-02-07",30,8,95,30,278,0,8953,"F",1978,9,"1987","1988",24,5,1
4643,1988,"B","F","1987-05-11","1987-05-11",1988,"1988-01-13","1988-02-14",12,13,131,32,247.041666666667,0,NA,NA,1978,10,"NA","NA",NA,NA,NA
4662,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,3,"NA","NA",NA,NA,NA
4662,1982,"1","F",NA,NA,NA,NA,"1982-02-10",3,17,111,24,271,28,NA,NA,1978,4,"NA","NA",NA,NA,NA
4662,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4684,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5949,"M",1978,4,"1982","1983",19,0,0
4725,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4725,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,6,"NA","NA",NA,NA,NA
4744,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,4,"NA","NA",NA,NA,NA
4744,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4744,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7915,"M",1978,6,"1984","1985",21,0,0
4771,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,3,"NA","NA",NA,NA,NA
4771,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,143,NA,NA,0,NA,NA,1978,4,"NA","NA",NA,NA,NA
4771,1983,"1","F",NA,NA,NA,NA,"1983-01-26",2,24,142,NA,247.041666666667,21,NA,NA,1978,5,"NA","NA",NA,NA,NA
4771,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,6,"NA","NA",NA,NA,NA
4771,1987,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,9,"NA","NA",NA,NA,NA
4771,1990,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,12,"NA","NA",NA,NA,NA
4780,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,3,"NA","NA",NA,NA,NA
4780,1982,"1","F",NA,NA,NA,NA,"1982-02-13",3,15,111,29,269,0,NA,NA,1978,4,"NA","NA",NA,NA,NA
4780,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4780,1984,"1","F",NA,NA,NA,NA,"1984-02-05",3,2,116,34,251.041666666667,0,NA,NA,1978,6,"NA","NA",NA,NA,NA
4780,1985,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8386,"M",1978,7,"1985","1986",22,0,0
4783,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,4,"NA","NA",NA,NA,NA
4786,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5748,"M",1978,3,"1981","1982",18,1,0
4786,1982,"1","F",NA,NA,NA,NA,"1982-02-01",5,6,143,26,228.041666666667,38.9583333333333,NA,NA,1978,4,"NA","NA",NA,NA,NA
4786,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7793,"M",1978,6,"1984","1985",21,0,0
4786,1985,"1","F",NA,NA,NA,NA,NA,NA,NA,123,NA,NA,0,NA,NA,1978,7,"NA","NA",NA,NA,NA
4786,1986,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,8,"NA","NA",NA,NA,NA
4794,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,3,"NA","NA",NA,NA,NA
4794,1982,"1","F",NA,NA,NA,NA,"1982-01-08",1,8,131,NA,242.041666666667,38.9583333333333,NA,NA,1978,4,"NA","NA",NA,NA,NA
4794,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4794,1984,"1","F",NA,NA,NA,NA,"1984-02-07",1,38,142,NA,261.041666666667,0,NA,NA,1978,6,"NA","NA",NA,NA,NA
4794,1985,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,7,"NA","NA",NA,NA,NA
4809,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,6,"NA","NA",NA,NA,NA
4810,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,4,"NA","NA",NA,NA,NA
4810,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4811,1981,"1","F",NA,NA,NA,NA,"1981-02-02",2,2,80,NA,288,0,NA,NA,1978,3,"NA","NA",NA,NA,NA
4811,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,83,NA,NA,0,NA,NA,1978,4,"NA","NA",NA,NA,NA
4811,1983,"1","F",NA,NA,NA,NA,"1983-02-15",3,4,95,42,274,0,6247,"M",1978,5,"1983","1984",20,0,0
4811,1986,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,8,"NA","NA",NA,NA,NA
4811,1987,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10221,"F",1978,9,"1987","1988",24,0,0
4811,1988,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10569,"M",1978,10,"1988","1989",25,0,0
4811,1989,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10976,"F",1978,11,"1989","1990",26,0,0
4811,1990,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,12,"NA","NA",NA,NA,NA
4829,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,3,"NA","NA",NA,NA,NA
4829,1982,"1","F",NA,NA,NA,NA,"1982-02-08",3,12,92,27,285,0,NA,NA,1978,4,"NA","NA",NA,NA,NA
4829,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6241,"M",1978,5,"1983","1984",20,0,0
4829,1984,"1","F",NA,NA,NA,NA,"1984-02-10",3,12,102,29,275,0,7846,"F",1978,6,"1984","1985",21,0,0
4829,1986,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,8,"NA","NA",NA,NA,NA
4850,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4850,1984,"1","F",NA,NA,NA,NA,"1984-02-15",3,31,168,15,228.041666666667,0,7654,"F",1978,6,"1984","1985",21,0,0
4850,1985,"1","F",NA,NA,NA,NA,"1985-02-23",3,25,167,29,224.041666666667,0,NA,NA,1978,7,"NA","NA",NA,NA,NA
4850,1986,"1","F",NA,NA,NA,NA,NA,NA,NA,164,NA,NA,0,NA,NA,1978,8,"NA","NA",NA,NA,NA
4850,1987,"B","F","1986-05-15","1986-06-07",1987,"1987-01-22","1987-02-06",2,22,158,NA,229.041666666667,23,NA,NA,1978,9,"NA","NA",NA,NA,NA
4850,1988,"B","F","1987-04-16","1987-06-04",1988,"1988-01-16","1988-02-14",24,16,155,29,226.041666666667,49,10584,"F",1978,10,"1988","1989",25,4,1
4850,1989,"B","F","1988-05-21","1988-06-17",1989,"1989-01-24","1989-03-02",36,24,169,37,221.041666666667,27,NA,NA,1978,11,"NA","NA",NA,NA,NA
4850,1990,"1","F",NA,NA,NA,NA,"1990-01-10",3,5,169,5,201.041666666667,0,NA,NA,1978,12,"NA","NA",NA,NA,NA
4850,1991,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,13,"NA","NA",NA,NA,NA
4850,1992,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12115,"M",1978,14,"1992","1993",29,0,0
4850,1993,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,15,"NA","NA",NA,NA,NA
4850,1994,"B","F","1993-04-13","1993-05-18",1994,"1994-01-21","1994-02-12",5,21,138,22,248.041666666667,35,NA,NA,1978,16,"NA","NA",NA,NA,NA
4855,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,78,NA,NA,0,NA,NA,1978,3,"NA","NA",NA,NA,NA
4855,1982,"1","F",NA,NA,NA,NA,"1982-02-25",2,28,99,NA,294,0,NA,NA,1978,4,"NA","NA",NA,NA,NA
4855,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4863,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,3,"NA","NA",NA,NA,NA
4868,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,4,"NA","NA",NA,NA,NA
4868,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4868,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7368,"F",1978,6,"1984","1985",21,0,0
4868,1986,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,8,"NA","NA",NA,NA,NA
4868,1987,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,9,"NA","NA",NA,NA,NA
4868,1988,"1","F",NA,NA,NA,NA,NA,NA,NA,143,NA,NA,0,NA,NA,1978,10,"NA","NA",NA,NA,NA
4868,1989,"B","F","1988-04-17","1988-04-17",1989,"1989-01-12","1989-02-12",28,12,108,31,270.041666666667,0,NA,NA,1978,11,"NA","NA",NA,NA,NA
4871,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,4,"NA","NA",NA,NA,NA
4874,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,4,"NA","NA",NA,NA,NA
4874,1986,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,8,"NA","NA",NA,NA,NA
4881,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,3,"NA","NA",NA,NA,NA
4892,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4892,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,6,"NA","NA",NA,NA,NA
4892,1985,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,7,"NA","NA",NA,NA,NA
4893,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,4,"NA","NA",NA,NA,NA
4893,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4893,1984,"1","F",NA,NA,NA,NA,"1984-02-02",2,31,119,NA,277.041666666667,3,NA,NA,1978,6,"NA","NA",NA,NA,NA
4893,1986,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,8,"NA","NA",NA,NA,NA
4893,1987,"1","F",NA,NA,NA,NA,NA,NA,NA,121,NA,NA,6.95833333333333,NA,NA,1978,9,"NA","NA",NA,NA,NA
4893,1988,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,10,"NA","NA",NA,NA,NA
4896,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,4,"NA","NA",NA,NA,NA
4897,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,4,"NA","NA",NA,NA,NA
4897,1983,"1","F",NA,NA,NA,NA,"1983-02-14",3,16,142,29,239.041666666667,0,NA,NA,1978,5,"NA","NA",NA,NA,NA
4897,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7851,"F",1978,6,"1984","1985",21,0,0
4897,1985,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8414,"F",1978,7,"1985","1986",22,0,0
4897,1985,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9469,"M",1978,7,"1985","1986",22,0,0
4897,1986,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,8,"NA","NA",NA,NA,NA
4897,1987,"B","F","1986-06-07","1986-06-07",1987,"1987-01-25","1987-02-27",27,25,158,33,232.041666666667,0,10312,"F",1978,9,"1987","1988",24,0,0
4897,1988,"B","F","1987-04-30","1987-04-30",1988,"1988-01-22","1988-02-22",34,22,120,31,267.041666666667,0,10648,"F",1978,10,"1988","1989",25,0,0
4897,1989,"B","F","1988-04-26","1988-04-26",1989,"1989-01-25","1989-02-19",24,25,117,25,274.041666666667,0,11029,"F",1978,11,"1989","1990",26,0,0
4898,1985,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7757,"M",1978,7,"1985","1986",22,0,0
4906,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5828,"M",1978,3,"1981","1982",18,0,0
4906,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,6,"NA","NA",NA,NA,NA
4957,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,4,"NA","NA",NA,NA,NA
4961,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,3,"NA","NA",NA,NA,NA
4961,1982,"1","F",NA,NA,NA,NA,"1982-01-30",2,27,111,NA,281,0,NA,NA,1978,4,"NA","NA",NA,NA,NA
4968,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,3,"NA","NA",NA,NA,NA
4968,1982,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,4,"NA","NA",NA,NA,NA
4968,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4971,1981,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,3,"NA","NA",NA,NA,NA
4985,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,5,"NA","NA",NA,NA,NA
4985,1984,"1","F",NA,NA,NA,NA,"1984-02-26",3,26,142,31,249.041666666667,26,7900,"M",1978,6,"1984","1985",21,1,0
4985,1985,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8492,"M",1978,7,"1985","1986",22,0,0
4985,1986,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,8,"NA","NA",NA,NA,NA
4985,1989,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11052,"F",1978,11,"1989","1990",26,0,0
4985,1990,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,12,"NA","NA",NA,NA,NA
5066,1987,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10214,"F",1979,8,"1987","1988",24,5,1
5082,1983,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1979,4,"NA","NA",NA,NA,NA
5082,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1979,5,"NA","NA",NA,NA,NA
5082,1986,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8834,"F",1979,7,"1986","1987",23,4,1
5115,1986,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8785,"M",1980,6,"1986","1987",23,0,0
5117,1984,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,4,"NA","NA",NA,NA,NA
5117,1985,"1","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,5,"NA","NA",NA,NA,NA
